,DATA_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASIL,CPB_ROE,PAIS_OBRA,REGISTRO_SALA,NOME_SALA,PUBLICO,REGISTRO_GRUPO_EXIBIDOR,REGISTRO_EXIBIDOR,REGISTRO_COMPLEXO,MUNICIPIO_SALA_COMPLEXO,UF_SALA_COMPLEXO,RAZAO_SOCIAL_EXIBIDORA,CNPJ_EXIBIDORA
63886,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002129,CINESYSTEM BANGU 04,27.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63887,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002129,CINESYSTEM BANGU 04,117.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63888,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002129,CINESYSTEM BANGU 04,38.0,6000027.0,5348,13236,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63889,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5007163,CINESYSTEM BOTAFOGO SALA 04,17.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
63890,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5007165,CINESYSTEM BOTAFOGO SALA 06,26.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
63891,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5007165,CINESYSTEM BOTAFOGO SALA 06,30.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
63892,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5007165,CINESYSTEM BOTAFOGO SALA 06,4.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
63893,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5007165,CINESYSTEM BOTAFOGO SALA 06,10.0,6000027.0,22546,58568,RIO DE JANEIRO,RJ,REDECINE BRA CINEMATOGRÁFICA S.A.,15.422.993/0001-67
63909,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001650,CINESYSTEM CINEMAS 1,,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63910,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001650,CINESYSTEM CINEMAS 1,2.0,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63911,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001651,CINESYSTEM CINEMAS 2,20.0,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63912,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001651,CINESYSTEM CINEMAS 2,56.0,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63913,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001651,CINESYSTEM CINEMAS 2,10.0,6000027.0,5348,6691,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63983,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005004,CINESYSTEM S SULACAP 01,33.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63984,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005004,CINESYSTEM S SULACAP 01,14.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63985,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005004,CINESYSTEM S SULACAP 01,32.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63986,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005004,CINESYSTEM S SULACAP 01,8.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63987,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005005,CINESYSTEM S SULACAP 02,17.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63988,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005005,CINESYSTEM S SULACAP 02,14.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63989,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005005,CINESYSTEM S SULACAP 02,63.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63990,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005006,CINESYSTEM S SULACAP 03,14.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63991,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005006,CINESYSTEM S SULACAP 03,10.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63992,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005006,CINESYSTEM S SULACAP 03,50.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63993,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005006,CINESYSTEM S SULACAP 03,34.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63994,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005007,CINESYSTEM S SULACAP 04,9.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63995,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005007,CINESYSTEM S SULACAP 04,35.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63996,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005007,CINESYSTEM S SULACAP 04,32.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63997,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005010,CINESYSTEM S SULACAP 07,13.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63998,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005010,CINESYSTEM S SULACAP 07,7.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
63999,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5005010,CINESYSTEM S SULACAP 07,38.0,6000027.0,5348,28835,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64021,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003043,CINESYSTEM VIA BRASIL 2,13.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64022,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003043,CINESYSTEM VIA BRASIL 2,8.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64023,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003043,CINESYSTEM VIA BRASIL 2,35.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64024,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003043,CINESYSTEM VIA BRASIL 2,15.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64025,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003041,CINESYSTEM VIA BRASIL 4,5.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64026,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003041,CINESYSTEM VIA BRASIL 4,21.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64027,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003041,CINESYSTEM VIA BRASIL 4,11.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64028,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003041,CINESYSTEM VIA BRASIL 4,19.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64029,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003039,CINESYSTEM VIA BRASIL 5,40.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64030,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003039,CINESYSTEM VIA BRASIL 5,13.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64031,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003039,CINESYSTEM VIA BRASIL 5,22.0,6000027.0,5348,18721,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64272,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006132,CINÉPOLIS RIO DESIGN BARRA - SALA 01 TRADICIONAL,4.0,6000024.0,17266,41410,RIO DE JANEIRO,RJ,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,09.652.820/0001-32
64273,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006132,CINÉPOLIS RIO DESIGN BARRA - SALA 01 TRADICIONAL,2.0,6000024.0,17266,41410,RIO DE JANEIRO,RJ,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,09.652.820/0001-32
64274,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006133,CINÉPOLIS RIO DESIGN BARRA - SALA 02 TRADICIONAL,6.0,6000024.0,17266,41410,RIO DE JANEIRO,RJ,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,09.652.820/0001-32
64275,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5006133,CINÉPOLIS RIO DESIGN BARRA - SALA 02 TRADICIONAL,,6000024.0,17266,41410,RIO DE JANEIRO,RJ,CINEPOLIS OPERADORA DE CINEMAS DO BRASIL LTDA,09.652.820/0001-32
64424,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000711,DOWTOWN 10,50.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64425,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000711,DOWTOWN 10,8.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64426,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000711,DOWTOWN 10,13.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64427,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000711,DOWTOWN 10,5.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64428,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000713,DOWTOWN 12,32.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64429,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000713,DOWTOWN 12,10.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64430,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000713,DOWTOWN 12,37.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64431,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000705,DOWTOWN 4,22.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64432,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000705,DOWTOWN 4,6.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64433,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000705,DOWTOWN 4,48.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64434,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000707,DOWTOWN 6,12.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64435,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000709,DOWTOWN 8,4.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64436,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000709,DOWTOWN 8,8.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64437,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000709,DOWTOWN 8,16.0,6000018.0,1843,899,RIO DE JANEIRO,RJ,CINEMARK BRASIL S.A,00.779.721/0001-41
64461,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002218,ESTAÇÃO NET GÁVEA 3,10.0,6000030.0,592,13608,RIO DE JANEIRO,RJ,ESTAÇÃO CINEMA E CULTURA LTDA,02.745.624/0001-63
64462,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002218,ESTAÇÃO NET GÁVEA 3,20.0,6000030.0,592,13608,RIO DE JANEIRO,RJ,ESTAÇÃO CINEMA E CULTURA LTDA,02.745.624/0001-63
64766,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000210,IGUATEMI 1,22.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64767,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000210,IGUATEMI 1,30.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64768,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000211,IGUATEMI 2,33.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64769,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000212,IGUATEMI 3,47.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64770,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000212,IGUATEMI 3,24.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64771,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000213,IGUATEMI 4,10.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64772,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000213,IGUATEMI 4,28.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64773,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000213,IGUATEMI 4,16.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64774,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000214,IGUATEMI 5,37.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64775,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000214,IGUATEMI 5,15.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64776,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000214,IGUATEMI 5,39.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64777,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000214,IGUATEMI 5,1.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64778,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5000215,IGUATEMI 6,33.0,6000037.0,1991,2425,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
64790,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002781,ILHA PLAZA 01,27.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64791,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002781,ILHA PLAZA 01,84.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64792,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002781,ILHA PLAZA 01,56.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64793,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002781,ILHA PLAZA 01,43.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64794,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002783,ILHA PLAZA 04,190.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64795,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002783,ILHA PLAZA 04,35.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64796,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002783,ILHA PLAZA 04,47.0,6000027.0,5348,16645,RIO DE JANEIRO,RJ,REDECINE - RIO CINEMATOGRAFICA S.A.,07.524.011/0001-10
64818,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003372,JARDIM GUADALUPE 01,21.0,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
64819,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003373,JARDIM GUADALUPE 02,105.0,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
64820,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003373,JARDIM GUADALUPE 02,39.0,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
64821,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003375,JARDIM GUADALUPE 04,49.0,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
64822,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003375,JARDIM GUADALUPE 04,38.0,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
64823,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003375,JARDIM GUADALUPE 04,53.0,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
64824,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5003376,JARDIM GUADALUPE 05,80.0,6000002.0,3136,20404,RIO DE JANEIRO,RJ,MSA EMPRESA CINEMATOGRÁFICA LTDA,03.608.600/0001-25
64897,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002206,KINOPLEX FASHION MALL SALA 02 (PLATINUM),2.0,6000037.0,11751,13482,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
64898,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002206,KINOPLEX FASHION MALL SALA 02 (PLATINUM),6.0,6000037.0,11751,13482,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
64899,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5002206,KINOPLEX FASHION MALL SALA 02 (PLATINUM),,6000037.0,11751,13482,RIO DE JANEIRO,RJ,SR RIO DE JANEIRO CINEMAS S/A,08.262.566/0001-01
64941,06/08/2024,DEADPOOL & WOLVERINE,DEADPOOL & WOLVERINE,E2400232500000,ESTADOS UNIDOS,5001957,KINOPLEX NOVA AMÉRICA SALA 01,84.0,6000037.0,1991,2426,RIO DE JANEIRO,RJ,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
